"country_name","country_code","x1990","x1991","x1992","x1993","x1994","x1995","x1996","x1997","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007","x2008","x2009","x2010","x2011","x2012","x2013","x2014"
"Macao SAR, China","MAC",40.5830553184886,40.8172137861508,41.7725314534684,42.074907220327,42.7928459351368,42.5582994263043,43.4686227685562,43.6506936909006,44.1382237504113,44.7009887231106,45.3398573637686,45.7553805957759,46.5323477464512,46.1594590860419,46.4568578799481,47.1417647242423,47.2530773739742,48.2029973356259,48.1973207351799,48.795338402094,48.5126044096621,48.4759470491741,48.4317356415888,48.3871058637888,48.2750020091952
"Macedonia, FYR","MKD",38.8860609618502,39.041130637815,39.1086514552895,39.1764805137444,39.2711697970252,39.3587935864398,39.2647680488733,39.0065854985767,38.832857968969,38.6566452269182,38.8749616167044,39.1707369711717,39.4714303337191,40.0023228533931,39.4016030674471,40.184452922552,39.0961493808486,39.7397391840202,39.033320728769,38.6408243375859,38.8678638172012,39.5573340135404,39.3187952365862,39.4361684917935,39.3904406431684
"Madagascar","MDG",48.7297690978727,48.821861633106,48.9090728822254,48.9337466493633,49.0145633838881,49.037172005859,48.9935943133768,48.9490436495685,48.9613709260993,48.8553673093258,48.8058339681472,48.8135717787315,48.9938348649513,48.9971248300411,48.9437997824709,49.0055774883272,49.142793022154,49.2756358187994,49.3488578940512,49.3635120254625,49.487961543852,49.4359859970195,49.4387649295559,49.4403111653463,49.3838607484885
"Malawi","MWI",50.5073399725754,50.4309019229862,50.3323364887166,50.1557594649501,50.0516564825361,49.9084400796096,49.9345538826812,49.9112674520327,49.898839165066,49.7027147847875,49.503378201079,49.2888977700018,49.0715483955597,48.8560325955709,48.6465721802972,48.4432708291272,49.8980832716944,51.106290490487,51.876933711147,51.8073802689086,51.734388264776,51.5960289034986,51.5206252167586,51.4440152010958,51.3657826658388
"Malaysia","MYS",34.6641054455944,34.5047033641583,34.4148500529162,34.3317621917967,34.2477458692497,34.1586694522399,33.9947730360382,33.8882048329973,33.7890709039279,34.0219826727078,35.0204139459071,35.0908026780991,35.1582620827864,35.3095327830515,35.4635178191071,35.5415025930676,35.7087321917711,35.8814120733629,36.063088914646,36.1081871260839,36.1014250313998,36.1157160303962,36.1339134365911,36.0840649596088,36.0803929195031
"Maldives","MDV",19.6360388131853,21.1374757021248,22.6522555174422,24.3189997517995,25.8159564823209,27.3709723410322,28.8008420825349,30.1646074495589,31.4244836567739,32.8126787962009,34.1657317915085,35.4937868544507,36.7904299740436,38.0849242807986,39.304906021284,40.4589553359565,41.4687242997436,41.6738773876096,41.8760101241119,41.9996145553535,42.2098014354345,42.2666517532576,42.3363716171546,42.4018380822394,42.4762617282179
"Mali","MLI",37.8296329108847,37.7775476618174,37.2962769115297,37.6459417267318,37.7099233626442,37.5424509356756,37.4073538916126,37.142753258275,36.8053280771707,36.6412150892703,36.5329168748627,35.8720071229023,35.739785948116,35.3411226713484,35.3088325919684,35.6713351161069,36.2454727704162,36.6169450073761,37.2389798487981,37.6754459570883,38.2727743359559,38.2868945408911,38.4194974482158,38.4954961616249,38.4960189790074
"Malta","MLT",26.7352020032674,27.3499880300235,27.774130006566,28.0006367398918,27.9401327168363,28.265694248117,28.5343779548832,28.9195753989023,29.4396740500869,29.9601441900472,30.5605574258201,29.8635627555484,31.4913155823796,31.0935563243483,29.8400385962494,31.4442951537796,31.5612533877402,32.8093810888594,33.6722101427984,33.8154749472023,34.1708371633813,34.7704759469465,36.5599943771322,36.6152182987787,36.6044182123006
"Mauritania","MRT",19.7328683430592,20.1116769734449,20.4017265440367,20.390586372294,21.2166619162018,20.9895194330464,21.0901572678418,22.0436036585809,22.4494233551614,22.5330282677688,23.083844633276,23.566065456371,24.1912727709182,24.4125456168299,24.7289416893544,24.9459976676421,23.9615068970557,25.2075348402231,25.5266107104859,26.2601733931676,26.431718061674,26.4663873914147,26.5943856389156,26.6294278148467,26.7570186651632
"Mauritius","MUS",31.7271928044904,31.7440809207923,31.8913441677384,32.3333290861291,32.7474828199077,32.9640826640195,33.2566599450789,33.5506222000996,33.9268835385221,34.2153237347882,34.4417607483918,34.7130291255973,34.6756419324317,34.6918046524852,34.6164227953168,35.5923708654177,35.968003692727,35.6546184738956,36.3458543057819,36.6053406748593,37.4725744656712,37.6413542298034,37.755210566944,37.8743251130271,37.9932466655411
"Mexico","MEX",29.7999848774033,29.6409187892659,30.1297792427561,30.7783972420765,31.4579621849293,32.5470649735949,32.539304090486,33.4609223916418,33.3128395329566,33.0703063331518,33.4306784141219,33.1597293444324,33.69647259689,33.5945620231748,34.6675073485467,34.9704941972519,35.3594597324672,35.8143545313634,36.1250641676354,36.1835625583405,36.4134107864287,36.3830715348999,37.091883709126,37.1678336549827,37.1621834315168
"Moldova","MDA",48.7077918995076,48.7280676148433,48.7396005271566,48.7378363102737,48.8909231341362,48.9637829285475,49.025495957873,49.0843863719681,49.2297328545069,49.4724168035025,49.7217406624172,49.6393129206784,50.3052518111607,49.8626421204118,50.4599909276954,50.9166431270515,48.5273175606343,49.0557736022285,48.9402091353457,48.0841312276463,48.1901296801016,48.2297852716716,48.5815834203271,48.5348594205432,48.4860342286508
